h_name,pincode,contact
Civil Hospital,NA,01765 226361
Civil Hospital,NA,01765 255602
Civil Hospital,NA,01651 220700
Civil Hospital,NA,01635 228306
Civil Hospital,NA,01823 260700
Guru Nanak Mission Hospital,NA,"01823 260260, 01823 262621"
Max Super Speciality Hospital,NA,0164 6601400
Deepak Memorial Hospital,NA,0188 274 20136
Ghai Hospital,NA,"0181 2277837, 0181 2442886"
Shri Krishna Charitable Hospital Society (Regd),NA,NA
Civil Hospital,NA,01883 244702
Civil Hospital,NA,01883 285083
Civil Hospital,NA,01633 262175
Escort Heart and Super Speciality Institute Ltd.,NA,"0183 2573901, 0183 30121222"
Civil Hospital,NA,01858 221105
Adesh Hospital and Research Centre (P) Ltd.,NA,NA
Sant Baba Rangi Ram Ji Charitable Trust,NA,01886 290266
Shree Devi Talab Mandir Charitable Hospital,NA,"0181 2292319, 0181 2290263"
Donor Council,NA,01824 269681
Military Hospital,NA,NA
Life Line Blood Centre,147001,0175 2351532
Satguru Partap Singh Apollo Hospital,NA,"0161 661711, 0161 661222, 0161 661333"
Civil Hospital,NA,01884 282051
Adesh Institute of Medical Sciences and Research,NA,"0164 5055000, 0164 5055001, 0164 5055002, 0164 5055084"
Gupta Hospital,NA,0164 2212377
Grecian Superspeciality Hospital,NA,"0172 5098035, 0172 5098045"
Joshi Hospital and Trauma Centre,NA,"0181 2620650, 0181 2620950"
Gian Sagar Medical College and Hospital,NA,"01762 507299, 01762 520023"
Sri Guru Ram Das Charitable Hospital,NA,0183 2870345
Ivy Health and Life Sciences Pvt. Ltd.,NA,"0172 7170121, 0172 5044333"
Guru Tej Rasila Charitable Hospital,NA,01853 264022
Civil Hospital,NA,0172 2225264
JBMM Civil Hospital,NA,"0183 2552464, 0183 2559502"
PIMS Medical and Education Charitable Society,NA,"0181 2481737, 0181 2480736"
Max Super Specialty Hospital,NA,"0172 6652000, 0172 6652555"
Chintpurni medical college and hospital,NA,01870 250600
Deep Nursing Home and Children Hospital,NA,0161 5069268
Capitol Hospital,NA,0181 2366666
Johal Multispeciality Hospital,NA,0181 2410620
Civil Hospital Phillaur,NA,NA
"Civil Hospital,Samrala",NA,NA
Civil Hospital,NA,NA
"Civil Hospital, Banga",NA,NA
AP Jain Hospital,NA,NA
Maharana Bhupal Government Hospital,NA,0294 2528811
S.M.S. Hospital,NA,"0141 2560291, 0141 2569885"
Santokba Durlabhji Memorial Hospital and Medical Research Insptitute Campus,302015,0141 2566251
Government Mahila Chikitsalaya,NA,"0141 2601333, 0141 2601334"
Zanana Hospital,NA,"0141 2378721, 0141 2378219, 0141 2378204"
Mahatama Gandhi Hospital,NA,"0291 2636437,0291 2636438,0291 2636439"
P.B.S.S.General Hospital,NA,0747 2443456
Mathura Das Mathur Government Hospital,NA,0291 2438655
Umaid Hospital,NA,0291 2435720
A.K. Hospital,NA,01462 257222
Government Bangar Hospital,NA,02932 226059
General Hospital,NA,"0144 2345087, 0144 2345087"
General Hospital,NA,NA
General Hospital,NA,05644 223622
General Hospital,NA,07464 220029
General Hospital,NA,02972 220041
General Hospital,NA,02973 225090
J.L.N. and A.G. Hospital,NA,"0145 2625500,0145 2625509 0145 2431842"
M.G. Hospital,302022,01482 220139
Government D.B. Hospital,NA,01562 250333
Government Medical College and A.G. Hospital,NA,0744 2326000
Swasthya Kalyan Blood Bank and Thalesemia Research Center,NA,"0141 2545293, 0141 721771"
Sadat Government Hospital,NA,"01432 247416,01432 244160"
M.G. Government Hospital,NA,0296 243040
S.R.G. Hospital,NA,07432 230485
Tapovan Blood Bank,NA,"0154 2460514,0154 246351"
General Hospital,NA,07462 234138
E.S.I. Hospital,NA,NA
Government Hospital,NA,0154 2466009
P.B.M. and A.G. Hospital,NA,"0151 2226334 ,0151 2226338"
Global Hospital and Research Center,NA,"02974 238347 ,02974 238349"
Monilek Hospital and Research Center,NA,"0141 2651393,0141 26530221"
Government General Hospital,NA,02964 232413
Kota Blood Bank Society,NA,0744 2410100
Government Hospital,NA,01582 24885
Government S.K. Hospital,NA,01572 251093
Sri Sanwaliya Ji Government General Hospital.,NA,01472 241102
Government District Hospital,NA,"01478 225104, 01478 222939"
Government S.J. Hospital,NA,02992 251335
General Hospital,NA,07453 230322
Government Nahata Hospital,NA,02988 220910
General Hospital,NA,02982 230402
Government B.D.K. Hospital,NA,"01592 232199,01592 232524"
General Hospital,NA,01567 222330
M.G.M. Hospital,NA,01552 231399
Purohit Charitable Laboratory Sansthan,NA,0154 2489635
"Military Hospital, Blood Bank",NA,0291 2566257
Raj Blood Bank Society,NA,"05644 236800,05644 236550"
Bhagwan Mahaveer Cancer Hospital and Research Centre,NA,"0141 2700107, 0141 272021"
Seth Makhan Lal Mahawar Charitable Blood bank Society,NA,0144 2348277
R.A.P.S. Hospital (Rajasthan Atomic Power Station),NA,01475 233250
Itshean India Charitable Blood Bank Society,NA,NA
"India Education Trust Mahatma Gandhi Hospital, MGNIMS",NA,"0141 2771777, 0141 2770900"
"Bhilwara Blood Bank Society, Bhupal Singh Dhariwal Memorial",NA,01482 238113
National Institute of Medical Sciences (Medical College and Hospital),NA,"0142 6513118, 0141 2605050"
North Western Railway Hospital,NA,"0145 2461004, 0145 2460402, 0145 246006"
Military Hospital Blood Bank,NA,01491 224674
Kanu Devi Parasmal Mehta Medical and Blood Bank,NA,"0291 5106836, 0291 510783"
"Umeed Singh Sushila Devi Memorial, Blood Bank",NA,0141 2281020
Ram Snehi Chikitsalya Blood Bank Ramdwara,NA,01482 234100
"Agrasen Blood Bank, (Puran mal Phoola Devi Memorial Trust), Maharaja Agrasen Hospital Campus",NA,"0141 2335569, 0141 2572954"
"Birla Sarvajanik Hospital, Blood Bank",NA,01596 242114
"Shri Munshi Ram Mittal, Memorial Seva Samiti",NA,"01572 270777, 01572 240404"
"Sanjeevani Jan Sewa Samiti, Blood Bank",NA,0151 2235035
Government Y.N. Hospital Blood Bank,NA,01463 245602
S.K. Soni Hospital,NA,"0141 5164000, 0141 2232412"
Krishna Rotary Blood Bank,NA,0744 3291661
Shri Ram Karan Joshi Government General Hospital,NA,01427 220223
Kalapurnam General Hospital,NA,02925 222970
Government Mohila Chikitsalya,NA,0145 2789212
American International Health Management Society,NA,"0294 2426000, 0294 2428712"
Mittal Hospital and Research Centre,NA,0145 2603600
"Bhagwan Mahavir Hospital, Mahavir Nagar",NA,"02933 258632, 02933 258699"
Geetanjali Medical College and Hospital,NA,"0294 2500000, 0294 2500008"
Saral Blood Bank (Smt. Sarala Singhvi Charitable Society),NA,0294 2416285
Fortis Hospital Ltd.,NA,0120 2547000
Jhalawar Hospital and Medical College Society,NA,"07432 233233, 07432 233388"
R.K. District Hospital,NA,02952 220529
Government BDM Hospital,NA,01421 222088
Ambika Hospital,NA,0291 2721316
Government BDM Hospital,NA,01421 222088
Lion Charitable Trust,NA,01568 225300
"Rotary International Global Hospital blood Bank, Radha Mohan Mehrotra Global Hospital Trauma Center",NA,02974 228601
"Jeevan Jyoti Blood Bank, Babu Lal Charitable Trust situated at Life Line Hospital, Tijara Road",NA,"0144 2705001, 0144 2705013"
Kailash Hospital,NA,"01494 222222, 01494 222444"
Shri K.M. Memorial Jain Heart and General Hospital,NA,01572 253034
"Swastik Blood Bank, (Run by Nirwan Charitable trust)",NA,0154 2463764
Narayana Hrudayalaya Private limited,NA,"0141 5192939, 0141 5192901"
Apex Hospital Private limited,NA,"0141 2751870, 0141 2751006"
Life Line Blood Bank,NA,01552 269135
Lokmitra Blood Bank and Thalassemia Research Centre,NA,0294 2413100
New Medical College Hospital,NA,0744 24770477
"Pacific Medical College and Hospital,",NA,0294 3920000
Getwell Hospital Blood Bank (A unit of Getwell Health and Education Samiti),NA,"01572 270173, 01572 270101"
"Shri Ram Blood bank, Shri Ram Hospital",NA,0744 2437378
"Metro Blood Bank (A unit of Hilsun Pharma Pvt. Ltd., Metro Manas Arogya Sadan Heart Care and Multispeciality Hospital",NA,0141 2786001
Government Hospital,NA,NA
Sudha Hospital and Research Centre Pvt. Ltd.,NA,0744 3010086
"Pushpa Devi Memorial Blood Bank (Run by Kothari Public Charitable Trust), CBLM Holy Family Hospital Campus",NA,0141 2338686
Bharat Vikas Parishad Hospital and Research Centre,NA,"0744 2404501, 0744 2404502, 0744 2404503"
"Jeevan Jyoti Blood Bank, 1st Floor, Kothari Medical and Research Institute",NA,0151 2211035
Riya Hospital Blood bank,NA,07463 233374
MBS Hospital blood bank,NA,NA
Distict Hospital,NA,NA
General Hospital Blood Bank,NA,NA
Distict Hospital,NA,NA
"Central Blood Bank, STNM Hospital",737101,NA
"Government General Hospital, Namchi",NA,NA
Central Referral Hospital,737128,NA
Government Stanley Hospital,600001,044 25284941
Government Royapettah Hospital,600014,044 28482611
Government General Hospital,600003,044 25305711
Thanjavur Medical College Hospital,613004,04362 246452
Government Rajaji Hospital,NA,NA
Government Hospital Tambaram,NA,044 22382400
Government Head quarters Hospital,NA,0432 4274345
Annal Gandhi Memorial Government Hospital,620017,0431 2770047
Tirunelveli Medical College Hospital,627011,"0462 2576878, 0462 2579785"
Coimbatore Medical College Hospital,641018,0422 2301393
Government District Head Quarters Hospital,628501,04632 223106
Kanyakumari Medical College Hospital,629003,"04652 223201, 04652 223202"
Government Head Quarters Hospital,626001,04562 244425
Government Hospital,635751,NA
Government Thoothukudi Medical College Hospital,NA,0462 2321051
Government Head quarters Hospital,NA,04175 238455
Government Headquarters Hospital,NA,NA
Dharmapuri Medical College Hospital,636701,04342 231748
Government Medical College Hospital,605601,04146 232101
Government Hospital,604001,04147 222250
Government Hospital,624601,04545 240424
Government Head Quarters Hospital,612001,"0435 2425104,"
Government Headquarters Hospital,611001,04365 2422459
Government Head Quarters Hospital,NA,04332 228111
Government Hospital,606001,04143 231766
Government Kamaraj Hospital,600026,04144 223099
Government Head Quarters Hospita,607001,04142 292052
Government Head quarters Hospital,NA,04633 280138
Government Head Quarters Hospital,625601,04546 233745
Government Head quarters Hospital,624001,04512 424600
Government Raja Mirasudar Hospital,NA,04362 276880
Government Mohan kumaramangalam Medical College Hospital,636001,04272 210964
Chengalpattu Medical College Hospital,603001,044 27431909
Government Aringnar Anna Memorial Cancer Hospital,631552,"044 27264244, 044 27264246"
Government Peripheral Hospital,600101,044 26209490
Government KG Hospital for Women and Children,641018,044 28545123
The Institute of Child Health and Hospital for Children,600008,044 28191132
Government Kilpauk Medical College Hospital,600010,044 28364955
Institute of Obstetrics and Gynaecology Government Hospital for Women and Children,600008,044 28194896
Government RSRM Hospital,600013,044 25901665
Government Hospital,638001,04242 258354
Government Headquarters Hospital,631501,"04427 222307, 04427 222308"
Government Head quarters Hospital,641601,04258 220226
Government Hospital,626101,04566 220264
Government Hospital,632602,04171 221111
Government Hospital,626117,04563 221301
Government Head quarters Hospital,630561,04575 246356
Government Hospital,642126,04252 220092
Government Hospital,637001,04286 221411
Government Head quarters Hospital,NA,NA
Government Hospital,642001,04259 229322
Government Hospital,622001,04373 252080
Government Head Quarters Hospital,NA,04343 238880
Government Medical College Hospital,610004,04366 240102
Government Head quarters Hospital,621212,0432 8277128
Government Hospital,626123,04562 220301
Government Hospital,NA,04285 222053
Government Headquarters Hospital,629175,04651 250732
Government Hospital,606202,NA
Government Hospital,636401,04298 245400
Government Hospital Blood Bank,NA,04232 233229
Government Hospital,630001,045652 20183
Government Hospital,636102,04282 243771
Government Head quarters Hospital,625532,04552 251880
Government Medical College Hospital,632011,04162 263900
Government Hospital,637301,NA
Government Hospital,635802,04174 242636
Government Hospital,638656,04258 220226
Government Hospital,641301,04254 272275
Government Hospital,635109,04344 222634
Government Hospital,603306,04115 252441
Government Hospital,627756,04636 222399
Government Hospital,609001,04364 223451
Government Hospital,637408,04287 222878
Government Head Quarters Hospital,NA,"044 276648, 044 276649"
Government Hospital,616614,04371 270544
Government Hospital,606107,04149 222222
Government Hospital,627401,04634 253480
Government Hospital,635601,NA
Government Headquarters Hospital,621306,0432 260760
Government Hospital,631001,NA
Government Theni Medical College Hospital,625512,04546 294053
Government Headquarters Hospital,631501,0417 232538
University Tamil Nadu DrMGRMedical University,600032,0442 2301871
Government Taluk Hospital,NA,NA
Coimbatore Medical College Hospital,641018,0422 2300871
Government Head Quarters Hospital,NA,"044 27222307, 044 272223308"
Government Medical College Hospital,630561,04575 246356
Salem Steel Authority of India Salem Steel Plant,636013,0427 2388263
Southern Railway Hospital,620002,NA
Neyveli Lignite Corporation,607803,04142 2522784
The Medical Director Southern Railway Head quarters Hospital,600023,NA
Bharath Heavy Electricals Ltd,620014,"0431 553421, 0431553348"
IRT Perunthurai Medical College Hospital,638053,04294 220910
Chennai Port Trust Hospital,600001,044 25362201
Military Hospital StThomas Mount,600016,044 25316500
Military Hospital,643231,0423 2200154
ESI Hospital,600023,044 26449284
ESI Hospital,641015,0422 2574391
The Director ESIC Hospital,600078,044 24893714
Lifecell International Private Limited,600048,044 47445353
Bharath Clinical Laboratory and Blood Bank,637001,04286 223305
Indian Red Cross SocietyAnd Research Foundation,600008,"044 28554425, 04428554548"
Erode Blood Bank and Clinical Laboratory,638001,04242 253163
Sri Gokulam Hospital,636004,"0427 2448171, 0427 2448176"
KMC Speciality Hospitals,620001,0431 4077777
Sheela Hospitals,641012,0422 4334500
Indian Red Cross Society,8,"044 28554425, 044 28594888,"
Sai Blood Bank and Clinical Laboratory,NA,"04563 230516, 04563 221516"
Satyam Blood Bank,625009,0452 2330327
Rotary Central TTK Voluntary Health Services (Dr Raganathan Memorial Blood Bank,600113,044 22541692
The Salvation Army Catherine Booth Hospital,629001,"04652 275516, 04652 275517"
Minu Lab and Blood Bank,636007,0427 2318881
Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust,626001,243060
Sithi Vinayagar Blood Bank,636007,0427 2312571
K Govindasamy Naidu Memorial Trust KG Hospital,641018,0422 22121210422 2212129
G Kuppusamy Naidu Memorial Hospital,641037,0422 4305336
Meenakshi Mission Hospital and Research Centre,625107,0452 2588741
PSG Hospital,641004,0422 2570170
Apollo Hospital Enterprises Ltd,600006,044 28294870
Moses Blood Bank,628001,04612 321762
Government HospitalPollachi,642001,04259 229322
Jeevan Blood Bank and Research Centre,600014,0435 20220
Sri Kaali Blood Bank,9,0435 2426037
AV Rajan Blood Transfusion ServicesClinical and Research Laboratories,629012,0465 2402089
Rajah Muthiah Medical College and Hospital,608202,04144 238147
Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust,626001,243060
Sithi Vinayagar Blood Bank,636007,4.27E+20
K Govindasamy Naidu Memorial Trust KG Hospital,641018,0422 22121210422 2212129
G Kuppusamy Naidu Memorial Hospital,641037,0422 4305336
Meenakshi Mission Hospital and Research Centre,625107,04524 263014
PSG Hospital,641004,0422 2570170
Apollo Hospital Enterprises Ltd,600006,"044 28293333, 044 28290200"
Pollachi Blood Bank Services,642001,04259 223414
Jeevan Blood Bank and Research Centre,600014,"043520220,0435 04246"
Sri Kaali Blood Bank,9,0435 2426037
AV Rajan Blood Transfusion ServicesClinical and Research Laboratories,629012,0465 2402089
Rajah Muthiah Medical College and Hospital,608202,04144 238147
M/S A A LabServices,600034,044 28170930
Vikram Clinical Blood Bank,626531,0452 322282
Sri Venkateswara Blood Bank,600013,044 25960226
Annai Abirami Blood Bank,625001,0452 2339750
Ambigai Blood Bank,613009,"04362 239032,04362 32525"
Blood Bank of Bharath,18,"276099527,60,226"
CMC Hospital,632004,04162 222102
Apollo Speciality Hospital,35,"044 24347288, 044 24331741, 044 24336119"
CSI Rainy Hospital,600021,044 40505050
Church of South India Mission General Hospital,620003,"0431 2760672, 0431 2761927"
Kanya Blood Bank,629001,"0465 2279850, 0465 2273951"
Tuticorin Blood Bank,628002,04614 200666
Kovai Medical Centre and Hospital Blood Bank,641014,0422 4323800
Madras Medical Mission(Institute of Cardio Vascular Diseses),50,044 26561801
Ramakrishna Hospital,641044,NA
Sri Venkateswara Hospital,NA,"04366 242866, 04366 243143"
St Joseph Hospital,7,"04512 421130, 04512 426091, 04512 430399"
Kanchi Kamakoti Child Trust Hospital,600034,044 42001800
Blood Donor Association,607001,"04142 231711, 04142 231715"
Sri Kaali Blood Bank,NA,NA
Cancer Institute,20,"24910754, 24911526"
Kanyakumari Medical Mission CSI Hospital,629812,04651 222222
Bethel Blood Bank,627002,"0462 2574775, 0462 2585258, 0462 2575258"
Vivek Blood Bank,629003,"04652 230108,04652 234408"
Vignesh Blood Bank,625020,04522 582562
The Coimbatore Bio Medical Services,NA,0422 2552297
Karur Blood Bank,639002,"0432 4236177,0432 4236188"
Christian Fellowship Community Health Centre,624612,04553 240226
Vijaya Hospital,600026,"044 24881392, 044 24842931"
Dr Jayasekaran Medical Trust and Nursing Home,629003,"04652 230019, 0465 230020, 0465 230021"
Thai Moogambigai Blood Bank andClinical Laboratory,20,0452 2535685
Friends Blood Bank,1,0431 2460646
The Apollo Speciality Hospital,625020,0452 2581147
MIOT Hospital,89,"044 22492288, 044 42002288"
Hindu Mission Hospital,600045,044 22262244
Vinayaga Mission Kirubananda Variar MedicalCollege Hospital Blood Bank,636308,0427 3982000
S Palaniyandi Mudaliar Memorial Hospital Blood Bank,636003,0427 2242431
Dhanvandri Blood Bank and Research Centre of Sreemahalakshmi Charitable Health Trust,17,"044 24310660,044 24310610"
Kasturba Hospital,624302,04510 2452328
Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research,603319,"044 27528302,044 27528303,044 27528304"
Leonard Hospital,NA,04543 262670
Lions Blood Bank andResearch Centre,600045,044 2261474
Ramana Gounder Medical Trust Blood Bank,34,"0422 2642488, 0422 2642435"
Lakshminarayana Blood Bank,613007,"04362 255485, 04362 55403, 04362 653385,"
Kongu Blood Bank,11,"044 4316000, 044 2494303"
Ashok Blood Bank and Clinical Laboratory,636702,0434 2260627
Victory Blood Bank,3,0431 2768588
Sri Ram Blood Bank,NA,04285 222596
Thangam Blood Bank (Run by Thangam Chartiable Community Health Trust) William Hospital,629003,0465 2277955
Ganga Hospital Blood Bank,641012,0422 4250000
DSK Medic (P) Ltd,641604,0421 2422434
Lotus Blood Bank,2,04242 282828
Shifa Hospitals,627001,0462 2323041
Udumalpet Indian Medical Association Rotary Blood Bank,642154,04252 226458
AVM Hospital Blood Bank,3,04651 2325461
Meenakshi Medical College Hospital and Research Institute,631552,"044 27264096, 044 27261339"
W/BRO V Surendranath Reddy Memorial Trust (Masonic Blood Bank,632004,"0416 2220717, 04162223024"
Madhura Blood Bank,625011,045 24352535
Bethesda Hospital Blood Bank,635802,04174 242131
Aarthi Hospital and Diagnostic Centre Blood Bank,627003,04632 221346
Hi Tech Blood Bank and Research Foundation,1,04142 230977
Karunya Hospital Blood Bank,635001,04343 235512
Sree Balaji General Hospital Blood Bank,600044,044 22415600
Indian Medical Centre Dr Kumarsawamy Health Center,629703,0465 2270756
KSM (Run by Maruti Charitable Trust,636016,"0427 2446788, 0427 2445453"
Karteek Karteek Nursing Home,627007,"0462 2530409, 0462 2530410, 0462 2531777"
Sri Kumaran Hospital Blood Bank,2,0421 4330000
Christian Fellowship Hospital,624619,04553 249050
Voluntary Blood Bank,613009,NA
ST Thomas Hospital Blood Bank and Leprosy Centre,NA,04181 252263
International Centre for Cardio Thoracic and Vascular Diseases,600101,044 42017575
SRM Medical College Hospital Blood Bank,603203,044 27455707
Kongu Nadu Hospital PvtLtd,641012,"044 4316000, 044 2494303"
Balaji KMR Charitable Trust,2,04142 51666
IMA Rotary Masonic Midtown Mahaveer Blood Bank,641001,"0422 6513322, 0422 6563322"
Royal Blood Bank (Run by Royal Medical Trust,1,046 229903
Government Head Quarters Hospital,627811,04633 281171
Sri Saanthi Blood(run by Kaveri Trust),638001,"04242 254266, 04242 264266"
Doctors Blood Bank and Reseach Ceture (Run by DDC Charitable Trust,3,0431 274004
Muthu Blood Bank (Muthu Charitable Trust,NA,0432 8277477
Vinayaka Mission Hospital Blood Bank,636308,0427 3987000
Vadamalayan Blood Bank,625002,0452 2545400
Galaxy Hospital,NA,0462 250195104622501955
Lions Club of Coimbatore Legend Blood Bank Research Centre,2,0422 247737304222470046
Indian Blood Bank,20,0451 2429393
Siventhi Blood Bank (Siventhi Medical Trust,NA,0465 22212210465 2221331
Dr Kamatchi Memorial and Blood Component research centre (Run by Kamatchi Memorial Trust,601302,044 66300300
Chettinad Hospital And Research Institute,NA,044 4741000
Sivan Blood Bank Runby Lakshmiammal Memorial Trust,625020,0452 2536562
Lions Club of Erode Supreme Charitable Trust Blood Bank,638001,0424 2257744
Marthandam Blood Bank,NA,0402 3497377
Indian Red Cross Society,613001,"04362 273456,"
Christian Mission Hospital,625001,0452 232645804522326294
Salem Blood Bank,636001,04272 265432
Kurinji Hospital,636016,0427 24333000427 24333010427 2433302
Chennai Transfusion and Apheresis Centre BR Speciality Hospital,600017,NA
Om Sakthi Blood Bank,636701,04342 26038804342 261388
St Joseph Hospital,604002,04147 226363
Government Hospital,614601,04373 252080
Life Line Blood Bank and Research Centre (Run by Subashtika Charitable Society,627003,0462 4560430
Sri Narayani Hospital and Research Centre,632055,0416 2206300
Sri Shellapha Shri Sehllapha Hospital,636007,0427 2421266
Sree Mookambika Institute Medical Science blood bank,629161,04651 2788250
Revathy Medical Centre blood bank,614603,NA
ACS General Hospital (Run by DrMGR Educational Reaserch Institute,77,044 23782176044 23782186
Saveetha Medical College and Hospital (A unit of Saveetha Institute of Medical and Technical Sciences,602105,044 26810299
Karpaga Vinayaga Institute of Medical Sciences,NA,044 27566050
Deen Dayal Hospital,NA,044 27677700
Global Hospitals (A unit of Rabindranath GE Medical Assn Pvt Ltd,600100,044 22777000
Idayam Hospitals Erode Ltd,638009,04242 256456
Maruti Blood Bank,636004,"0427 2444962, 0427 4040110"
Sardar Raja Mission Hospital Blood Bank,NA,04637 231905
Dindigul Blood Bank,624001,0451 2427143
Bensam Bensam Hospital,629003,232532 to 232535
The Landsteiner Lakshmi Memorial Research Foundation,NA,044 64556600
Shri Sathya Sai Medical College and Resrch institute,NA,044 27440700044 27440346
Sivaramji Blood bank (Unit of Janaseva trust,7,"0427 2318003, 0427 2416760"
Chennai Medical College Hospital and Research Centre,621105,0431 4298925
Sri Ramachandra Medical College and Research Institute,600116,"0442 4768027,0442 4768031,0442 4768033"
Annai Blood Bank,NA,0428 326419
Rotary Blood Bank,600091,044 43584482
Muthukumaran Medical College Hospital and Research Institute,600069,044 66344000
Child Jesus Hospital,620001,0431 2415816
Lords Blood Bank (Run By Rajamony Memorial Educational Charitable Trust),629807,04651 231112
Sri PAC Ramasamy Raja Rotary (Run by Rajapalayam Rotary Trust,626117,04563 226625
Tagore Medical College Hospital,600048,044 27409724
Fortis Malar Hospitals Ltd,20,"044 28414093, 044 28414296"
Shharc Charity Blood Bank,637001,0428 6234552
KMR Blood Bank (Run by KMR Charitable Trust),613007,NA
Shanthi Social Services (Diagnostic Centre,NA,0422 2576122
Karpagam Hospital,641032,0422 6554443
Vangal Amman Health Service Ltd Kuriji Hospital,28,0422 2562744
Dhanalakshmi Srinivasan Medical College and Hospital Blood Bank,62113,0432 8327999
Swaasam Blood Bank (Run by Any time Blood Voluntary Association),641006,NA
Sree Abirami Hospital (P) Ltd,641024,0452 2339750
St Thomas Blood Bank andResearch Centre St Thomas Hospital,16,044 22319393
RVS Hospital Blood Bank,641402,"0422 2682942, 0422 2682943"
Madha Medical College and Hospital Blood Bank,600122,044 24780333
Dhanvantri Charitable Trust Blood Bank,NA,04295 2233322
Blood Bank of Shavana,NA,2750321
Essar Blood Bank,NA,NA
Sri Annai (Run by Nestle Foundation Trust,626123,04562 222956
Government Head Quarters Hospital,639001,0432 4260197
GNBlood Bank (Run by GGEducational and Charitable Trust),605602,04146 225545
Sudiksha Prabhu Hospital Blood Bank and Research Centre,628501,"04632 233939,04632 233828"
Vevekanandha Medical Care Hospital Blood Bank,NA,04288 234677
Palani Blood Bank (Run by Annai Educational Trust,624601,NA
Right Hospitals Blood Bank,10,044 26403939
Velammal Medical College Hospital and Reserach Institute,625009,0452 2510000
Annai Medical College and Hospital Blood Bank (Run by Sri Devi Karumari Amman Educational Trust),602117,044 27162100
Meenakshi Hospital Blood Bank,613005,0436 2226474
Apollo Hospitals (Run by Apollo Hospitals Educational Trust),95,044 26533429
Meenakshi (Run by Ayyamperumal and K Dakshinamoorthy Trust),1,04322 220234
Aarthi Aarthi Hospital,628502,"04632 221346, 04632 221347,04632 221348"
Arogya Blood Bank (A Unit of Arogya Seva Hospitals Pvt Ltd,635109,04344 225555
Government Head Quarters Hospital,623503,NA
Gudalur Adivasi Hospital,643212,0426 2261645
Government Head Quarters Hospital,635001,0434 3238880
Billroth Hospitals Limited,600030,044 42921777
KaraiKudi Blood Centre (Run by Vivekananda Trust),623001,NA
Landsteiner Lakshmi Memorial Research Foundation,600029,"044 26400777, 044 25320099, 044 64556600044 2640077, 044 25320099"
Life Care Voluntary Blood Bank (run by life Care Trust),635109,NA
Madras Medical College Hospita,3,25394889
Government Medical College HospitalTuticorin Tuticorin,628003,0461 2321052
Dr MGR Medical University,32,"044 22353574, 044 22353546, 044 22353576"
Government Raja Mirasudhar HospitalThanjavur Thanjavur,1,04362 276880
Government Kasthuribai Gandhi Hospital For Women and Children,5,28515562
Government Head Quarters Hospital,635601,NA
Government Hospital,635601,NA
Government Head Quarters Hospital,NA,044 27664849
Government Head Quarters Hospital,NA,NA
Government Head Quarters Hospital,611001,04365 248600
Government Hospital,629804,NA
Government Head quarters Hospital,643001,4232446146
Government Head Quarters Hospital,637001,NA
Government Hospital,638452,NA
Government Aringnar Anna Memorial Cancer Hospital,NA,"044 27264244,044 27264245,044 27264246"
Government Hospital,642126,04252 220092
Government Head Quarters Hospital,606601,"04175235588,"
Government Hospital,NA,NA
Government Head Quarters Hospital,NA,NA
Government Head Quarters Hospital,NA,NA
Government Hospital,NA,4232233229
Government Head Quarters Hospital,NA,NA
Government Hospital,603306,NA
Government Head Quarters Hospital,636401,NA
Government Hospital,636102,NA
Government Hospital,627756,NA
Government Head Quarters Hospital,632513,NA
ESI Hospital,23,NA
Neyveli Lignite Corporation General Hospital Blood Bank,607803,NA
Egmore Lions Blood Bank and Research Foundation,600008,"044 28414949, 044 28414959, 044 28415959"
Dr MGR Medical University,32,"044 22353574, 044 22353546, 044 22353576"
Government Head Quarters Hospital,612001,4352425104
Government Head Quarters Hospital,638009,NA
Government Head Quarters Hospital,611001,04365 248600
Government Head Quarters Hospital,NA,04142 292052
Government Head Quarters Hospital,NA,NA
Government Hospital,NA,4147222250
Government Hospital,NA,NA
Government Hospital,NA,NA
Government Hospital,635802,NA
Government Hospital,609001,04364 223451
Aarohi Blood Bank,500029,"040 27632993, 040 23200212"
Adithya Hospital Blood Bank,500029,"040 39111333, 040 33063803"
ADRM Hospital Blood Bank,500013,"040 27038744, 040 27038755, 040 27038788, 040 27035588, 040 64553324"
AP Government General and Chest Hospital Blood Bank,500038,"040 23814423, 040 23812425, 040 23814422, 040 23814421"
Apollo DRDO Hospital Blood Bank,500058,"040 24342222, 040 24242333, 040 24342211"
Apollo Hospitals Enterprises Limited (Apollo Blood Bank Centre),500033,"040 23607777, 040 23605555, 040 23602000"
Apollo Hospital,500003,040 27718888
"Apollo Reach Hospitals, Blood Bank",NA,0878 2200000
APSRTC Hospital Blood Bank,500007,"040 27018691, 040 27018695"
APVVP District Hospital Blood Bank,502001,NA
Asha Emergency Chest Hospital Blood Bank,507303,NA
Asian Blood Bank of Asian Health Foundation,NA,040 27162146
Asian Institute of Gastroenterology Blood Bank,500082,040 23378888
Aware Global Hospitals Blood Bank,500035,"040 24031901, 040 24031902, 040 24031903, 040 2411111"
Ayaan Institute of Medical Sciences (AIMS),NA,08417 252263/64/65
Basavatarakam Indo American Cancer Institute and Research Centre Blood Bank,NA,040 23551235
